,review,date
430,Very Good Working experience 👏,"May 16, 2023"
431,eGovernment at its best with over 160 services for citizens and expats right on their phone with no need to visit any government office. Absolutely fantastic app and service that many countries dream of.,"February 17, 2019"
432,"Very very good this app Saudi Arabia goning faster than others, inshaallah, but one think i don't understand that is passports deposit money, please if someone can( explain) shear with me please. Thanks","August 3, 2021"
433,"This is not just a regular app, this app shows how a how a government truly cares about the needs of their citizens. Best app ever and all those haters won't ever know nor realize the huge impact this service provides to us.","February 18, 2019"
434,The best App ever. More than 300 services are now available in my hands. I don't need to to go offices and wait in lines to get things done. all government services have never been easier or closer.,"February 20, 2019"
435,the app saves a lot of time. one app serves multi government departments and all of this on your phone.,"February 17, 2019"
436,"One of the best and most important applications over the past few years, has been shorten the time required to end government transactions that took several days to simple.","February 16, 2019"
437,This App is one of the humans breakthrough it made my life much easier and made all the governmental processes under a click from my phone. thank you very much,"February 17, 2019"
438,This is highly commendable and very useful. I hope one day my home country can do the same thing with enhanced security features.,"April 10, 2020"
439,"hi this app help me a lot.. make your life easier, rather than standing for hours to renewal your passport, you can do all the required online and deliver it to your house .♡♡","February 18, 2019"
440,"best app ever made my life easier, no more waiting at government offices, just apply your Absher account and enjoy full of comfort services. i would give it 7 stars if i can.","February 15, 2019"
441,After update app force closed not opening,"February 19, 2023"
442,So bad. I try to login and it says it can't proceed. I refill the information again and it says everything is incorrect. It's annoying Please fix it,"July 31, 2022"
443,"This app saves a lot of effort. i can renew my passport, pay my tickets, do all my goverment work on this app. its 100% awesome.","February 17, 2019"
444,application not good. the app cannot be open again if your registered number is lost or block. no option for change if you cannot receive the verification code.,"August 11, 2021"
445,"It always showed ""The server could not be reached"" after update. Kindly solve the issue as soon as possible.","September 15, 2021"
446,the best app you can try to help you and everyone knows that no country have a similar app to make your life easier except Saudi Arabia💚.,"February 18, 2019"
447,SAMSUNAG J 7 PRO NOT Suportet pleas help,"May 8, 2023"
448,very great app. from our government allows all citizens to easy process what they need in minutes and finsh all government related issues with high rated and professional documentions,"February 16, 2019"
449,"a great app to get your government services done from your phone 👍 renew your passport, driver's licence, car registration or even open a new bank account and so much more. good job .","February 17, 2019"
450,"update always appear but when you pressed there's no update, and when you open, absher individual doesn't show.","July 7, 2021"
451,"great App, can do all the MoI service from here renewing my passport, driving license, ID, and much more, greatest government app ever","February 15, 2019"
452,"This app have made lifes of saudi citizens very easy , it gathers alot of govermental services in one place , and had save alot of time , thanks for our minister of interior and the developer of this app","February 17, 2019"
453,This app made my life easier as I'm not required to stand in long lines and waste my time. It is beneficial for both female and male.,"February 18, 2019"
454,"it is an application for both Saudis and non Saudis. it is a state of the art. you can forget about old days where you fill up paper work and go to the government entity. with this application, you can do all that while at home. not only that, but also they will deliver your papers to your home when they are done.","February 16, 2019"
455,"It makes life easier, can do all MoI related paperwork within the App, ID renewal, Car registration renewal, passport renewal, even assigning actual users of my cars","February 17, 2019"
456,it is an amazing app. I renewed my passport by using Absher from my home and they sent it to my address within 15 days👌 no more wiaitng at the Passport office🤩,"February 20, 2019"
457,"fabulous app. with great options. You can do and finish the majority of governmental works through it such as civil affairs, immigration, driving licence, and so on","February 18, 2019"
458,the best app ever no more long lines for renewing driving license or getting a passport ... with one click you recive it in the mail ... big THANX Absher,"February 18, 2019"
459,"On of the best application ,help reducing effort and time .It is one of the most valuable applications I like it very much","February 18, 2019"
460,"the best government App ever, i dont have to go to any govment office or mail anything, one click and my new ID or passport will be ready,","February 18, 2019"
461,"Old versions were better, this GUI Is very poorly build, their is no access to information. Bring back the old version.","September 24, 2021"
462,"Its a great extension to government services, making it easy to get appointments and apply any service or renewal of identofication from tje comfort of your home.","February 18, 2019"
463,A wonderful application helps to accomplish personal tasks very quickly .. Thank you all who contributed to its development.,"February 17, 2019"
464,It's really helpful.. This is how the government can use the technology and save a lot of time.. Thank you this is the best APP,"February 19, 2019"
465,I would like to thank whoever worked on this project to help citizens finish their paperwork with a click on the smart phone. Big thank to our government to improving such a services to make things easier for the citizens. Regards دام عزك يا وطن⁦🇸🇦⁩,"February 18, 2019"
466,"excellent app for all your government's related issue, like renewing your passport, driver license, applying for a driver ...etc","February 17, 2019"
467,"Great app, supports all government services and personal ID, passports, car registration, insurance and Haj all in one app, you can do everything using this app.","February 16, 2019"
468,It’s a very helpful app.i like it.,"March 31, 2023"
469,I have been using Absher since its inception. It is a great app that made my life and my family life much much easier and productive.,"February 17, 2019"
470,the best application ever. All government services in one icon. it saves time. it provides great service.,"February 17, 2019"
471,Excellent application that provide a lot of online services. This application helps me to perform a lot of works in very short time.,"February 19, 2019"
472,great application which make all government's transactions convenience and has easiest instructions and make our life without complex. Deserve 5 stars.,"February 17, 2019"
473,"very handy and excellent app, I can finish many things by couple of clicks in the app (passpor renewals, vehicle registrations, etc)","February 17, 2019"
474,Nice App sir .it is good good information,"April 9, 2023"
475,Have a nice app thanks government of saudia.,"April 8, 2023"
476,It's is very good service,"March 29, 2023"
477,Very comfortable app,"April 9, 2023"
478,Very good and helpfull,"April 8, 2023"
479,very good apps.,"March 24, 2023"
480,Very good. Important app,"April 2, 2023"
481,I am using Google Chrome book and also tried using Android phone the software some options are missing needs to fixed. Although Chromebook is currently niche but it's Google product respect it. Aamir.,"January 31, 2021"
482,Best app ever made. I wish apl apps were as usful and helpful to all genders. Thank you KSA Government for this app that saves time and get things done in seconds.,"February 17, 2019"
483,"very good option from the government, really smart application. I don't need to visit the ministry after this application.","February 17, 2019"
484,very helpful.. makes our lif better and easier than most of world's countries thx our government for this app we are transforming to the digital government ✌🏼,"February 19, 2019"
485,"Best app ever, made my life easer, now instead of waiting in line to vget things done all I have to do is use this app. and will receive my documents wherever I am, Thank you so much.","February 18, 2019"
486,Best app ever... What an easy life after this app with extremly fast solutions within minutes. Really thank u absher and the workers on it.,"February 19, 2019"
487,"Very important app that provides 150+ service to Saudi citizens and residents of Saudi Arabia. By all means, this app make my life a way more easier!","February 18, 2019"
488,It is wonderful appreciation. It makes my life easier than before. All government papers have done by an application that is Absher.,"February 21, 2019"
489,One of the best apps that you'll ever used. Definitely easy to use and it make my life easier for government Procedures.,"February 17, 2019"
490,"fabulous app. with great options. You can do and finish the majority of governmental works through it such as civil affairs, immigration, driving licence, and so on","February 18, 2019"
491,"TimeLine in the previous version of the app was very good, kindly enable that feature.","September 2, 2021"
492,Very easy understand to information,"January 30, 2023"
493,This is a world leading app that is truly doing it's purpose in making the citizens life much easier by eliminating long waiting periods and processes,"February 17, 2019"
494,I used the app to issue my passport and it delivered to my house. The app have so many eservices that made our life easier.,"February 20, 2019"
495,"Easy, fast and great to use, has a nice ui, and it works great even if the internet is slow one of the best apps I've ever used","February 17, 2019"
496,Life is easy with this app Any one not living in saudi arabia should not review this app basically its not for him and i mean those who talk about women rights and all this silly comments while they don't know even what's the use of this app to start with This a government app to follow and trace and finish your papers and documents without the need to go personally and its all done automatically and in coordination with the post services it will be delivered to you once its finalized,"February 17, 2019"
497,excellent program. make all deals with government paper easier. It save time and money for all ceveleans. thanks for Saudi government,"February 17, 2019"
498,Excellent service available to all residents to access at our ease as well as easy to navigate.,"January 24, 2022"
499,"excellent app, I can do all my governmental work remotely from issuing and renewing my ID, Driver license and passport within minutes.","February 17, 2019"
500,Good warking Good Good,"April 26, 2023"
501,"Best app ever, saves me a lot of time and effort. It needs some tweaks, but all in all it is awesome.","February 17, 2019"
502,"This is extremely helpful, having made my life easier, no longer do I need to visit any government office for every little thing, I cando it from the comfort of my home.","July 24, 2019"
503,"I try to many time to log in, every time says your username or password incorrect. Then I reset username and password. Still I can't login. I call help center after long process they received but no helping no taking.just deduct my balance. Hope you are reply my comments.thank you.","November 2, 2019"
504,"It eases my life. The things that take weeks to accomplish, now with this app, few seconds and you are done. Great app","February 17, 2019"
505,The best App to get things related to governmental transactions done without the need to visit any location physically It is a life changer for sure,"February 17, 2019"
506,An absulotly amazing and useful app... You can literally do many governmental precedes in matter of minutes!,"February 17, 2019"
507,This is the best application one could have. you can do all goverment documents without leaving your seat. I wounder how one using this great service just to attack the kingdom! Go Saudi go as the dogs cry never hurts the sky!,"February 16, 2019"
508,"amazing app. make our life easy, simple and vrey joeful. I can get every thing done from home and i can save my time for some thing useful. it 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 app","February 17, 2019"
509,everytime i logging in it showing that you are not completed login process even after iam getting onetime password for login. really disgusting,"June 30, 2019"
510,"Very helpful to complete all transactions for passports, foreigners, traffic, vehicles and many other great services.","February 15, 2019"
511,Very effecient application all information are gathered accurately.,"February 10, 2023"
512,This is very helpful application any time it's good work,"January 2, 2023"
513,Easy enough for myself and my details information,"February 24, 2023"
514,Very good and easy app,"February 24, 2023"
515,Thank you to the Directorate General of Passports In the past I used to drive the car for about an hour to go and return To make the procedure stretch and it was very tired now either through I can do all my work at home,"February 18, 2019"
516,Its easy to chck my status,"May 3, 2023"
517,One of the best APP we use. It made our life easier than before. I just issued my passport while I'm setting at home.,"February 17, 2019"
518,"Made my life easy, saved so much time. With one click, I can get most of the government services.","February 17, 2019"
519,"the best app ever , a lot of services more then 160 services , to help any one lives in Saudi Arabia to do Government transactions from your home , don't need to visit any place. more then 5 star deserve","February 17, 2019"
520,I recommend this app for every Saudi citizens. It helps many people to finish their needs quickly and easily.,"February 17, 2019"
521,Good service in sodi Arabia. I am thankful to you king off sodia. Now my visa and iqama in quality show on absher. Good service. But sometimes government police of sodi Arabia is not accept Absher digital iqama.,"February 25, 2023"
522,I cant open. It says always incorrect username and password. But when i open through google it open. Why this apps makes too much headache.,"August 25, 2022"
523,"great easy and convenient, with this app i save my time by not having to go to physical offices and wait. 👌","February 16, 2019"
524,it's very useful app you can finish most Government work in this app such as passports and driving license it's is very important app for all Saudis 👍,"February 16, 2019"
525,"not experienced yet. Still giving 5 stars due to it's popularity and Credibility.Moreover, its reliability is commendable.","July 16, 2020"
526,"Whenever i open the app, it takes me to playstore for update. However, there is no update available in store. Please solve it.","June 21, 2021"
527,"Hello, why not make the app including fingerprint  because mostly of the mobile phone now have fingerprint scanner so no need to go to the kiosks or absher machine to activate absher account. .","February 7, 2021"
528,Unable to change mobile no 😥😥😥😢😢😢,"January 17, 2023"
529,"Wonderful, great functionality, outstanding customer experience. Absher makes be brag about our e-government services wherever I go.","February 18, 2019"
530,"Absher is not working currently, kindly check this because I try many times to sing in but unfortunately sing in page couldn't be open.","June 21, 2020"
531,"Extremely easy to use. It is really helpful and it saves alot of time whenever you want to renew your ID card for you, or any of your family members .","February 17, 2019"
532,"the best application ever , now i can do every things like renew my passport or driving licence or too many things through this application while i'm releax at home","February 17, 2019"
533,First time trying to use this App I try to create an account but I can't it keep on saying invalid user name. It's very annoying hope it get better soon.,"September 17, 2021"
534,Whenever I try to open my digital card the app immediately get closed. Please fix this bug.,"December 8, 2022"
535,The best ever app Ive always had trouble going and waiting on the line to finish my document but now I can do everything on my mobile.,"February 17, 2019"
536,Amazing information & public services app/ Thanks KSA,"January 31, 2023"
537,"one of the best apps from my point of view, it makes our life easier and save thousand of hours !","February 17, 2019"
538,"Not open,everytime,and now times are show everywhere that apps,big problems ,for us,because we are labours workers ,everywhere need that app ,but app cannot open,very sad","June 12, 2022"
539,"This app made our life way too easy. Our passports, ID and driver licenses are brought to our front door Thanks absher :)","February 17, 2019"
540,"0/5, one would assume in the modern world, anywhere sophisticated enough to download an app would be capable of giving women human rights. Apparently not the case. Will visit again in four hundred years to see if any software update has fixed the human rights abuses.","February 26, 2019"
541,Not automatic. Very slow and many times you can't access any service.,"February 16, 2022"
542,"It is very good application , easy to use and it is make all things are easy for us. really appreciate.","February 17, 2019"
543,one of the best governmental apps that made our lives easier! 💚 5 stars and would give more than that if i could! 💚,"February 17, 2019"
544,an application that made our life easy no more long lines no more visiting the government department for papers or passport or any official document just logging into the app and finish in an easy process,"February 17, 2019"
545,"It is the best Saudi governmental app I used. It is easy, simple and practical. Thanks Ministry of Interior.. افضل تطبيق حكومي استخدمه، لقد سهل حياتنا كثيرا. شكرا وزارة الداخلية.","February 22, 2019"
546,Very useful app. Good in saving time and money. I renwed my Id card and passport in minutes without leaving my office.,"February 20, 2019"
547,"The Best Gov App Ever.. I can Do all my gov business just by one click, and provide an option to deliver documents to your house. It's Amazing...🌹🌹","February 17, 2019"
548,"In India,this app is not going to log in. Always shows a server error. I can't able to see my details inside in it.","August 2, 2021"
549,amazing app the provides governmental services which previously needed multiple visit to government establishments and alot of waiting in lines.. great job and move forward!,"February 27, 2019"
550,"Excellent. Renew your passport, Driver license and ID online without sending hours waiting in lines.","February 17, 2019"
551,"Great Gov app , just renewed my Passport , Driving licence , Car registration , Within 3 minutes , new update support Post shipping very useful. Keep the amazing work.","February 17, 2019"
552,"تطبيق رائع جداً وفر الكثير من الجهد والوقت شكراً لكل القائمين عليه A wonderful app ,it keeps much time and effort. Thanks for those who are working on it.","February 17, 2019"
553,very helpful to young and older men and women to perform e-goverment procedures and requests. save time and money to all related personnel.,"February 17, 2019"
554,Best app for government services. It save time and efforts. Thank you for your great efforts,"February 16, 2019"
555,"great app!!, instead of 5~6 hours in line for governmental services such as in Europe, everything is here now, you can even sell a car on this app while your sitting home","February 18, 2019"
556,"The greatest app, For Saudi Arabia the is the most helpful app to do several services in just 1 sec, as before it all take more then 1 day!! Thank you KSA Government.","February 19, 2019"
557,Great App that was created to serve Saudi citizens and to make thier needs alot more easier. cant think of any disadvantage.,"February 18, 2019"
558,"This Application is amazing, it makes the dealing for several governmental process very easy and fast by sorting them online.","February 19, 2019"
559,it is a very helpful app which help Saudies to shortcut the time and effort of going to goverment offices to renew and issue a new passport or driving licence and also check their traffic vailoations if any and so on... .There is nothing weird as per recent media offensive compain which has a hidden agenda against the Saudi Arabia as country .,"February 18, 2019"
560,Not working. It just gives the on your screen. Nothing more. Stays like that forever.,"October 3, 2020"
561,After done the activation at the machine still showing inactive account. Very poor system. Cannot reach their support staff.,"January 17, 2022"
562,"what a nice application, it makes everything in one platform and no need to visit the office... really great efforts","March 17, 2020"
563,"the most amazing e-gov app, more than 160 services can be done with one click.. I renewed my passport in simple 3 steps","February 17, 2019"
564,"Best app, no need to wait or line up in a long line in one of government departments.. It made life easier.. Thumb up 👍","February 17, 2019"
565,Good app but need to give system deactivated SIM card because here new people coming and shopkeeper make copies after activation other SIM card with same name but people don't know how deactivated so please I request do something about this thank you,"August 10, 2021"
566,"Made my life easier. Instead of long lines, all government business is automated with this app.","February 17, 2019"
567,Am trying to reset my password but it has failed and they sent a verification code but hv put everything and it has failed this app is so irritating.,"September 10, 2021"
568,I like this app coz give me all I need from government for example if I need renew my passport or driver licences just from app or to make an appointment.,"February 17, 2019"
569,Excellent App. it makes all governmental procedures paperless and way easier. life become so easy with this App.,"February 19, 2019"
570,"One of the best apps you can have, all government services are just a click away.. very pleased with it","February 21, 2019"
571,"it is a great app, that has one job, just to reduce the time you spend to deal with goverment by digitlizing it","February 18, 2019"
572,"This is the best application ever. It is very secured, effective, and easy to use. I wish I can give it 10 stars instead of 5.","February 19, 2019"
573,One of the best app i have seen and used for the government requirements. Thanks for the folk who make it very effective.,"February 17, 2019"
574,Very helpful to finish your gov work process online and not need to stand on long lines. I thank the minstery of interior for this app.,"February 15, 2019"
575,"Very helpful app, lightyears ahead in terms decreasing berocracy and paper work.It eleminated the need to visit govermental offices for many procedures that were routines in the past.","February 17, 2019"
576,This application is induvidual. Where is old version of absher. This app is having limitted services. No iqama and other renewal services. Need older version,"June 20, 2021"
577,"#Absher is incredible, helpful and useful, no one can imagine how much you can do governmental papers by this App.","February 18, 2019"
578,this app makes it easier to finish any government services online without any effort. Big Huge Thanks for Absher Team.,"February 18, 2019"
579,makes life much easier when be enabling me to do all my governmental applications and work through y mobile and never having to visit the facility,"February 17, 2019"
580,Cutting edge government e-services application. Thanks geniuses for all the hard work behind the scenes!,"February 19, 2019"
581,"Very useful App to perform all Govt transactions and services, this is definitely a big leaping in the digital transformation.","February 17, 2019"
582,best application and friendly user app. I can give 5 out of 5 for this application. its very usefull and easy to use.Also many excellent options their.,"February 17, 2019"
583,"a very nice app , it made an end to standing in Long Row's to complete official papers . extraordinary.","February 16, 2019"
584,the best thing about the app is you can finish your governmental requirements like renew national ID driver licences car licence and passport everything with one click,"February 19, 2019"
585,Very good interface and reduce awaiting time. Fast process and helpful.,"December 21, 2021"
586,Very nice app,"April 8, 2023"
587,wow nice app and really it is save your time and work ...thank you but we still need if you need to upload or download documents to add.,"February 17, 2019"
588,Application is unable to open. Installed & trying to open since three days but couldn't. Please help.,"July 18, 2020"
589,"Awosome, alot of services available at one application. No need to visit many governmental agencies to get thier services. Simply through this application I can be served at home.","February 17, 2019"
590,The app make my life is easiest and I can finish my government work in 24/24... I like this app and strongly recommend it for any one live i Saudi Arabia,"February 17, 2019"
591,Great app! I can issue and renew all my government paperwork at home. This is soooooo convenient.,"February 17, 2019"
592,"Best services ever made! It offer so many electronic services, renewing and issue new documentation! It's the e-app makes my life easier!","February 17, 2019"
593,"Thank you so much for providing such an amazing app, and to those who doesn't know what it really is just go and fix your own problems in your own crumbling societies.","February 17, 2019"
594,This app can't find my Internet connection....it keep saying check Internet connection while my connection is super stable... Please appoint some intelligent people in IT Department..,"August 30, 2020"
595,"best app ever, help you reach and solve every government need, i have renewed my passport without going anywhere and delivered by this App, lovin it","February 17, 2019"
596,The most important and help full App in Saudi Arabia,"February 28, 2023"
597,Most developed countries don't have these kind of electronics services for government. we are proud for such an application that make our life easier.,"February 17, 2019"
598,"No one knows how this app helping us to do our official things from our home. in the past every single thing used to take 2-3 days to do one thing like getting ur passport ready. Today you could do ur thing in one hour and no need to leave ur home.To me it is one of the greatest thing in Saudi, it is making my life easier than before. Thank you so much for a great idea .","February 19, 2019"
599,One of the best government app available on app store. Help save a lot of husstle and time by providing e-serives.,"February 19, 2019"
600,"Great app that allows me to almost do all government related tasks such as renewing documents, reviewing insurance status and much more.","February 18, 2019"
601,When I open app it's showing update all the time.. when I go to update it's not showing there new update ..,"November 2, 2021"
602,"We don't have to wait in a long line and waste time, drive to government agencies and waste gas, nor fill up paper and waste trees. Thanks to Absher, best application everrrrrr! افضل تطبيق حكومي سهل كثير من الإجراءات وحلم كثير من مواطني الدول الأخرى باختصار هو نعمة ومحسووودين عليها","February 17, 2019"
603,the best saudi governmental app because it has 126 services which can the citizens can do online. We used to go to officers to apply for any service and usually it takes 3 to 5 business days to achieve.,"February 17, 2019"
604,"Amazing App! My many wives need to be kept in check and now with the help of my government, its easy as can be! Thanks Absher!","March 4, 2019"
605,"Very helpful app I make all my things related to me or my family without leaving my home, renewing ID, PASSPORT, driver's license and many other services.","February 18, 2019"
606,"I swear by God that this application surpassed all developed countries with its fast, comprehensive and advanced services ... all thanks and appreciation for this wonderful work.","February 17, 2019"
607,I enjoy reading haters feedbacks here. An amazing app that made our life's as citizens much easier and the expat benefited from it too.,"September 5, 2021"
608,What an amazing application and Kingdom is now most digitally revolutionised state in the world. Which other countries might still be thinking. This is called digital world where evwry thing is on Mobile acesss.,"January 10, 2022"
609,"the best app for finishing any and all government related activities, no more waiting in queue or wasting of free time.","February 17, 2019"
610,I'm new here in ksa I just installed created I'd but it's not suppose to login now. it's show it's something wrong I reset the password but still doesn't work,"January 11, 2022"
611,one of the best apps that makes my life easier i don't have to visit any government office to follow up any requests,"February 17, 2019"
612,The best application I used. You can finish more than 160 services with one single click,"February 17, 2019"
613,"Not working, I tried to login several times but I couldn't login. Plz fix it as soon as possible.","December 4, 2019"
614,excellent rare apps ; no match; make life easy & organized and save time & effort for people.,"February 17, 2019"
615,Not able to request document delivery. It logout automatically everytime i try to use this option.,"November 4, 2021"
616,Most of the time this app does not open. Even network is very good. Please solve this issue,"August 29, 2019"
617,Excellent work... make my life easier..No need to visit multiple places. Its all here in one app.,"February 17, 2019"
618,The best ever. This application helped citizen and residents to do all government tasks online in seconds renew all our documentations while sitting at home instead in standing in long queues at government offices thanks to NIC and MOI for making this app available,"February 18, 2019"
619,needs a lot of improvements,"January 7, 2023"
620,an amazing advanced service that simplfies everyone's experience with features that most countries don't have,"February 17, 2019"
621,"Much Relief. Gone are the days to run after services SHOPS. Now I know it is official and reassuring. Thanks for this service. KSA applications Rock. Similarly, other KSA applications are the best in the World. Congrats.","January 29, 2022"
622,it is an amazing app as saudi citizen I have done all I need from passport renew etc.. Thanks for the developers for making this app easy and flixable .,"February 18, 2019"
623,One of the Greatest Government Application I ever seen you can do so much for so little. And the Greatest thing is that Its Free of charge.,"February 17, 2019"
624,"Very useful application, user friendly, time saving, and trust worthy.","February 17, 2019"
625,Very good app,"May 20, 2023"
626,"Perfect, made life easy, unique ,outstanding government service. The best all over the world.","February 17, 2019"
627,"Not working even I have full signal of my wifii, it shows check with internet...its very disappointed for me..iwant ti give it zero..but there is not choice to put it.","June 23, 2021"
628,Best government app ever. We citizens are able to manage many services electronically with clicks of bottons. I don't understand why some non citizens who never used or know how this works whine! Pure stupidity!,"February 17, 2019"
629,Amazing software. makes our live super easy. All goverment services on one hand.,"February 19, 2019"
630,"great app, helped me a lot, I can get my new license and my new passport and a lot of things with out any troubles 😍😍😍😍","February 17, 2019"
631,"Good app to do most of ur governmental concerns. Save time, save money and all in total privacy.","February 20, 2019"
632,a very usefull application. Most of the govermental transactions can be done through it.,"February 16, 2019"
633,Its amazing app,"May 16, 2023"
634,Old version was good showing everything is clear the new version is not good absher and absher individual is same? Please fix the problem....,"June 19, 2021"
635,This app does not open and it says your internet connection is not connected. Whereas my internet connection is stable,"August 25, 2020"
636,"Excellent app ..help Saudis and non Saudis in achieve their jobs about travelling,workers and many things quickly and easily","February 19, 2019"
637,"Great App to Keep all your oompa loompa's in check when they try to leave the chocolate factory. One got pretty far, but then the isis button this app has ended up blowing up the missing oompa loompa. I recommend this app only for hardcore pimps and ballers.","February 13, 2019"
638,excellent and easy application. very helpful for the average saudi. no more lines in government offices.,"February 18, 2019"
639,Excellent App! This app allows me to do all my e-gov services online in real-time. Fast and Safe. Thanks Saudi.,"February 17, 2019"
640,brilliant application... Its duly make your life easy.. I've never seen similar app in market serving u at miscellaneous channels.,"February 17, 2019"
641,"very useful, helpful app. 2 authentication processes in order to log in. made my life easier.","February 17, 2019"
642,"It offcourse a good app. My only and serious concern is, it is not working outside kingdom. Hope the team will take this up and do needful","November 7, 2019"
643,Can't even freaking make an account properly. So damn annoying in terms of its server and user experience.,"July 1, 2021"
644,The new update there is no visitors visa extension as the old version and the exit re entry visa cannot done or extended as the old one very bad update.,"July 26, 2021"
645,Noce app but onedays no upon to this app what problem,"April 24, 2023"
646,"Great application, Very useful to me and my family,It's helped us a lot in finishing many of the transactions.","February 18, 2019"
647,"Very helpful app renewing passport, driving licence, ID and lot of things in a click..","February 20, 2019"
648,Very good working on thank you absher,"January 29, 2023"
649,Waaaaw!!! Now I can do a lot of things in short time without visiting gevernment building though. It is amazing app.... Thanks Absher,"February 18, 2019"
650,We now do the things that took us days in minutes from the comfort of our office or home. Very convenient and user friendly interface. Thank you,"November 1, 2021"
651,Best government app I ever see. you could finish up alot of work using you phone instead of going to government offices,"February 19, 2019"
652,"App is crashing when clicking on view QR code for digital ID. Unistalled and reinstalled the app, but no change.","August 7, 2021"
653,"Overall, this app is very efficient. Sometimes it doesn't allow me to login though.","July 4, 2021"
654,It's good and easy to present your personal data to the authority in the absence of your iqama.,"August 12, 2021"
655,An outstanding app. One of the best and most useful without a doubt. By far it is a great achievement.,"February 17, 2019"
656,this is a great App.. it has made my life so much easier and better.. I don't need to go to government offices any more..,"February 17, 2019"
657,The Apps. application Appears interesting and present an exciting approaches and easy to access in its general purpose. Shukran.,"September 9, 2021"
658,so easy and efficient to use. saved lots of our time and it does what was intended to do,"February 16, 2019"
659,Very Good aap not only to legalized the people inside the kingdom but also to facilitate the people at the same apps to check theirs' documents,"January 7, 2022"
660,This app makes our life much easier! thank you very much for all the team members who were working and developing it.,"February 17, 2019"
661,I renew my passport and my husband's from this app and also i did my maid's Iqama digitally from home. it doesn't get any easier.,"February 17, 2019"
662,because it helps the citizens here in saudi arabia by making the issuing for passports or IDs and a lot of Government transactions easier and in short time I issued my passport and delivered to my house from absher without going anywhere,"February 19, 2019"
663,Absher is one of the best Apps released by Saudi Arabia government. This App very helpful to citizens and residents in the kingdom of Saudi Arabia . You will be able to have access to government services electronically. It's minimise and limit the need of visiting in person or pay agency fees (to follow up or present on your behalf) government departments to get those services. Our lives are more easier with this App. Love and Thanks to my country for making our life better.,"February 17, 2019"
664,This app is not working in currently. Please update the app. Many times I try to open. But not open.,"July 18, 2020"
665,one of the best apps. it saves your time and manage your governmental services in safe and quick environment,"February 17, 2019"
666,Very useful App. thats allow you perform several governmental services just with few clicks.,"February 18, 2019"
667,"No one can control or monitor other by this app.. This app safe paper.. safe tree.. safe time.. safe environment.. For all the people who didn't use it and give low rate , seriously!! talking about something you didn't know? unfair","February 18, 2019"
668,"excellent and very convenient, speeds things up from hone or outdoors or even out of the country.","February 19, 2019"
669,"makes all your official needs ( driving license, passport renewal, car registration and many more ) at your finger tips","February 17, 2019"
670,Extremely useful app saved my time and effort instead of running errands in town.,"February 19, 2019"
671,"An excellent app that made life easier for both Saudis and expats in processing many government procedures from mobile phones and in easy to follow steps in a very short time, good job Saudi Military of Interior👍🏻","February 17, 2019"
672,it's an amazing app that helps people to reserve services by the Saudi government in an easy way. it makes our life easier.,"February 18, 2019"
673,It is a best app ever that help men and women to complete their government things in an ease to use app. Thanks Saudi for having us such an app.,"July 5, 2019"
674,The best governmental application that made our life much easier and helped us to do all required services with one click.,"February 18, 2019"
675,"The best app, I can renew my passport, national ID and a lot more while I'm sitting at home.","February 18, 2019"
676,An excellent application where you can manage all your needs as a citizen in one platform. Great job guys..,"February 17, 2019"
677,awesome. Great apps. it has made lifes of millions of citizens and expat easy through the ease of e-gov.,"February 17, 2019"
678,An app that makes life so much simpler for citizens and expats for most governmental services. Kudos!,"February 17, 2019"
679,"رائع جدآ اسهل منصة لاتمام المعاملات الحكومية تجديد جوازات، اقامات، رخص المرور وانهاء جميع المعاملات Excellent application, it changed all paperwork to electronic and saved time, efforts and resources, application used to issue and renew all official documents such as passport, driving license, eqama and much more in very easy and fast. It made our life easier things done in no time instead of spending time waiting in long queues.","February 18, 2019"
680,"The best Application on e-services, easy to get the service , and it is comperhensive for what i need .","February 17, 2019"
681,Its very useful and helpful app. 😊 Recently facing issue while opening the app. It doesn't work.,"January 6, 2021"
682,The best App for government papers ever. Made the life easier for men and women equally. If removed will not use Android ever,"February 18, 2019"
683,it's the best app ever it's making making our life more easier because we don't have to wait for at least 3 hours keep going abshar,"February 17, 2019"
684,wonderful. my wife was trying to travel over the border. this app alerted me so i was able to catch her and beat her until she wasnt pretty anymore. now i keep her in a cage locked up until i need her,"February 14, 2019"
685,This Application program gave me a lot of speed in completing my transaction and reduced the loss of time in the review of government department. I advise all followers in Saudi Arabia to download it. Its is a government program more than wonderful its first and last and main goal is to relieve citizens and residents from the burdens of auditing departments and waiting.,"February 18, 2019"
686,This application help me to issue exit/entry visa for my family also to renew my driving license also to update my relatives information all of this without visiting any government office just open the App and select the service.,"February 18, 2019"
687,"one of the best app ever. very accessible modern, saving time and effort. thanks thanks for the app","February 18, 2019"
688,"Excellent services, excellent user experience. Makes lots of transactions so easy","February 17, 2019"
689,The application is great and features easy-to-use routines and supports switching,"February 23, 2019"
690,"The application is well designed, stable and made most of official governmental work for individuals easier and smoother.","February 17, 2019"
691,An extremely important and beneficial application; well-designed and integrated.,"February 22, 2019"
692,"Not working on Note 20 (Android 10), stuck on Splash Screen. Nontheless, great app features!","November 17, 2020"
693,I just want you to know that you make this app but all of your device in each branch here in jeddah to make the account is activated are not working they are telling it's not working shame on you guys. How we will activate if your device one working and the other day is not working?. Low class of service 👎,"February 4, 2021"
