Unnamed: 0,review,date,new_review,Polarity,Parts_of_speech,sentiment
61,"This is the best app for the best government service ever. I remember that up to 2010 we used to form long queues at government places. With this wonderful app, all the government departments and sections are just a few clicks away. Imagine I don't have to leave my house to renew ID or Passport or even Driving License. All I have to do is to pay using online banking then have it delivered to my home using Saudi Post! Go Go Go KSA! We r the best!!","February 18, 2019",This is the best app for the best government service ever I remember that up to 2010 we used to form long queues at government places With this wonderful app all the government departments and sections are just a few clicks away Imagine I dont have to leave my house to renew ID or Passport or even Driving License All I have to do is to pay using online banking then have it delivered to my home using Saudi Post Go Go Go KSA We r the best,0.625,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('best', 'JJS'), ('app', 'NN'), ('for', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('government', 'NN'), ('service', 'NN'), ('ever', 'RB'), ('I', 'PRP'), ('remember', 'VBP'), ('that', 'IN'), ('up', 'IN'), ('to', 'TO'), ('2010', 'CD'), ('we', 'PRP'), ('used', 'VBD'), ('to', 'TO'), ('form', 'VB'), ('long', 'JJ'), ('queues', 'NNS'), ('at', 'IN'), ('government', 'NN'), ('places', 'NNS'), ('With', 'IN'), ('this', 'DT'), ('wonderful', 'JJ'), ('app', 'NN'), ('all', 'PDT'), ('the', 'DT'), ('government', 'NN'), ('departments', 'NNS'), ('and', 'CC'), ('sections', 'NNS'), ('are', 'VBP'), ('just', 'RB'), ('a', 'DT'), ('few', 'JJ'), ('clicks', 'NNS'), ('away', 'RB'), ('Imagine', 'NNP'), ('I', 'PRP'), ('dont', 'VBP'), ('have', 'VBP'), ('to', 'TO'), ('leave', 'VB'), ('my', 'PRP$'), ('house', 'NN'), ('to', 'TO'), ('renew', 'VB'), ('ID', 'NNP'), ('or', 'CC'), ('Passport', 'NNP'), ('or', 'CC'), ('even', 'RB'), ('Driving', 'NNP'), ('License', 'NNP'), ('All', 'NNP'), ('I', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('do', 'VB'), ('is', 'VBZ'), ('to', 'TO'), ('pay', 'VB'), ('using', 'VBG'), ('online', 'JJ'), ('banking', 'NN'), ('then', 'RB'), ('have', 'VBP'), ('it', 'PRP'), ('delivered', 'VBN'), ('to', 'TO'), ('my', 'PRP$'), ('home', 'NN'), ('using', 'VBG'), ('Saudi', 'NNP'), ('Post', 'NNP'), ('Go', 'NNP'), ('Go', 'NNP'), ('Go', 'NNP'), ('KSA', 'NNP'), ('We', 'PRP'), ('r', 'VBP'), ('the', 'DT'), ('best', 'JJS')]",Positive
62,"The best eGovernment app ever existed. Renew Passports, Driving License and IDs in less than 3 days and receiving it at home. Very intuitive interface and easy to use. Thank you!","February 18, 2019",The best eGovernment app ever existed Renew Passports Driving License and IDs in less than 3 days and receiving it at home Very intuitive interface and easy to use Thank you,0.3666666666666667,"[('The', 'DT'), ('best', 'JJS'), ('eGovernment', 'NN'), ('app', 'NN'), ('ever', 'RB'), ('existed', 'VBD'), ('Renew', 'NNP'), ('Passports', 'NNP'), ('Driving', 'NNP'), ('License', 'NNP'), ('and', 'CC'), ('IDs', 'NNP'), ('in', 'IN'), ('less', 'JJR'), ('than', 'IN'), ('3', 'CD'), ('days', 'NNS'), ('and', 'CC'), ('receiving', 'VBG'), ('it', 'PRP'), ('at', 'IN'), ('home', 'NN'), ('Very', 'NNP'), ('intuitive', 'JJ'), ('interface', 'NN'), ('and', 'CC'), ('easy', 'JJ'), ('to', 'TO'), ('use', 'VB'), ('Thank', 'NNP'), ('you', 'PRP')]",Positive
63,"Very useful app. It serves you in all of your needs with government. No need to go physically to the location, you can do all which you need online. I issued my passport as well as my ID card, making an appointment if needed through this app.","February 17, 2019",Very useful app It serves you in all of your needs with government No need to go physically to the location you can do all which you need online I issued my passport as well as my ID card making an appointment if needed through this app,0.195,"[('Very', 'RB'), ('useful', 'JJ'), ('app', 'NN'), ('It', 'PRP'), ('serves', 'VBZ'), ('you', 'PRP'), ('in', 'IN'), ('all', 'DT'), ('of', 'IN'), ('your', 'PRP$'), ('needs', 'NNS'), ('with', 'IN'), ('government', 'NN'), ('No', 'NNP'), ('need', 'NN'), ('to', 'TO'), ('go', 'VB'), ('physically', 'RB'), ('to', 'TO'), ('the', 'DT'), ('location', 'NN'), ('you', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('all', 'DT'), ('which', 'WDT'), ('you', 'PRP'), ('need', 'VBP'), ('online', 'JJ'), ('I', 'PRP'), ('issued', 'VBD'), ('my', 'PRP$'), ('passport', 'NN'), ('as', 'RB'), ('well', 'RB'), ('as', 'IN'), ('my', 'PRP$'), ('ID', 'NNP'), ('card', 'NN'), ('making', 'VBG'), ('an', 'DT'), ('appointment', 'NN'), ('if', 'IN'), ('needed', 'VBN'), ('through', 'IN'), ('this', 'DT'), ('app', 'NN')]",Positive
64,"Governmental platform that includes most government services in one application. Issuing a national ID, driving license, passport and much more. It has changed the traditional way of getting these services to an electronic and very modern way. In addition to that, the application serves Saudis and expats.","February 17, 2019",Governmental platform that includes most government services in one application Issuing a national ID driving license passport and much more It has changed the traditional way of getting these services to an electronic and very modern way In addition to that the application serves Saudis and expats,0.315,"[('Governmental', 'JJ'), ('platform', 'NN'), ('that', 'WDT'), ('includes', 'VBZ'), ('most', 'RBS'), ('government', 'NN'), ('services', 'NNS'), ('in', 'IN'), ('one', 'CD'), ('application', 'NN'), ('Issuing', 'VBG'), ('a', 'DT'), ('national', 'JJ'), ('ID', 'NNP'), ('driving', 'VBG'), ('license', 'NN'), ('passport', 'NN'), ('and', 'CC'), ('much', 'RB'), ('more', 'RBR'), ('It', 'PRP'), ('has', 'VBZ'), ('changed', 'VBN'), ('the', 'DT'), ('traditional', 'JJ'), ('way', 'NN'), ('of', 'IN'), ('getting', 'VBG'), ('these', 'DT'), ('services', 'NNS'), ('to', 'TO'), ('an', 'DT'), ('electronic', 'JJ'), ('and', 'CC'), ('very', 'RB'), ('modern', 'JJ'), ('way', 'NN'), ('In', 'IN'), ('addition', 'NN'), ('to', 'TO'), ('that', 'IN'), ('the', 'DT'), ('application', 'NN'), ('serves', 'VBZ'), ('Saudis', 'NNP'), ('and', 'CC'), ('expats', 'NNS')]",Positive
65,"The application is very accurate and it works well unlike some applications where you get a lot of errors and ads. To be honest this application is beautiful, artistic and well designed, I loved the background of the menu.","January 7, 2021",The application is very accurate and it works well unlike some applications where you get a lot of errors and ads To be honest this application is beautiful artistic and well designed I loved the background of the menu,0.6006666666666668,"[('The', 'DT'), ('application', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('accurate', 'JJ'), ('and', 'CC'), ('it', 'PRP'), ('works', 'VBZ'), ('well', 'RB'), ('unlike', 'IN'), ('some', 'DT'), ('applications', 'NNS'), ('where', 'WRB'), ('you', 'PRP'), ('get', 'VBP'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('errors', 'NNS'), ('and', 'CC'), ('ads', 'NNS'), ('To', 'TO'), ('be', 'VB'), ('honest', 'JJS'), ('this', 'DT'), ('application', 'NN'), ('is', 'VBZ'), ('beautiful', 'JJ'), ('artistic', 'JJ'), ('and', 'CC'), ('well', 'RB'), ('designed', 'VBN'), ('I', 'PRP'), ('loved', 'VBD'), ('the', 'DT'), ('background', 'NN'), ('of', 'IN'), ('the', 'DT'), ('menu', 'NN')]",Positive
66,"This is by far the best government app in Saudi Arabia. Very simple to use, straightforward navagation, and fast functionality. And most of all it has reduced the need to visit any government institution down to zero. Anyone who says otherwise must be not living in KSA or not Saudi.","February 19, 2019",This is by far the best government app in Saudi Arabia Very simple to use straightforward navagation and fast functionality And most of all it has reduced the need to visit any government institution down to zero Anyone who says otherwise must be not living in KSA or not Saudi,0.28849206349206347,"[('This', 'DT'), ('is', 'VBZ'), ('by', 'IN'), ('far', 'RB'), ('the', 'DT'), ('best', 'JJS'), ('government', 'NN'), ('app', 'NN'), ('in', 'IN'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('Very', 'RB'), ('simple', 'RB'), ('to', 'TO'), ('use', 'VB'), ('straightforward', 'JJ'), ('navagation', 'NN'), ('and', 'CC'), ('fast', 'JJ'), ('functionality', 'NN'), ('And', 'CC'), ('most', 'JJS'), ('of', 'IN'), ('all', 'DT'), ('it', 'PRP'), ('has', 'VBZ'), ('reduced', 'VBN'), ('the', 'DT'), ('need', 'NN'), ('to', 'TO'), ('visit', 'VB'), ('any', 'DT'), ('government', 'NN'), ('institution', 'NN'), ('down', 'IN'), ('to', 'TO'), ('zero', 'CD'), ('Anyone', 'NNP'), ('who', 'WP'), ('says', 'VBZ'), ('otherwise', 'RB'), ('must', 'MD'), ('be', 'VB'), ('not', 'RB'), ('living', 'VBG'), ('in', 'IN'), ('KSA', 'NNP'), ('or', 'CC'), ('not', 'RB'), ('Saudi', 'NNP')]",Positive
67,excellent app saves lots of time and effort for everyone. what we use to do in days now is done in minutes only. It is effective and efficient and probably one of the best ways to serve the public. it bypassed all red tape and hectic routine .,"February 17, 2019",excellent app saves lots of time and effort for everyone what we use to do in days now is done in minutes only It is effective and efficient and probably one of the best ways to serve the public it bypassed all red tape and hectic routine ,0.43333333333333335,"[('excellent', 'JJ'), ('app', 'NN'), ('saves', 'VBZ'), ('lots', 'NNS'), ('of', 'IN'), ('time', 'NN'), ('and', 'CC'), ('effort', 'NN'), ('for', 'IN'), ('everyone', 'NN'), ('what', 'WP'), ('we', 'PRP'), ('use', 'VBP'), ('to', 'TO'), ('do', 'VB'), ('in', 'IN'), ('days', 'NNS'), ('now', 'RB'), ('is', 'VBZ'), ('done', 'VBN'), ('in', 'IN'), ('minutes', 'NNS'), ('only', 'RB'), ('It', 'PRP'), ('is', 'VBZ'), ('effective', 'JJ'), ('and', 'CC'), ('efficient', 'JJ'), ('and', 'CC'), ('probably', 'RB'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('ways', 'NNS'), ('to', 'TO'), ('serve', 'VB'), ('the', 'DT'), ('public', 'NN'), ('it', 'PRP'), ('bypassed', 'VBD'), ('all', 'DT'), ('red', 'JJ'), ('tape', 'NN'), ('and', 'CC'), ('hectic', 'JJ'), ('routine', 'NN')]",Positive
68,"best app I ever installed in my mobile made my life much easier in renewing, issuing, all my personal documents with a button. instead going there physically. I really appreciate the effort. Thanks a lot wish you more of progression. 👍","February 17, 2019",best app I ever installed in my mobile made my life much easier in renewing issuing all my personal documents with a button instead going there physically I really appreciate the effort Thanks a lot wish you more of progression ,0.3499999999999999,"[('best', 'JJS'), ('app', 'NN'), ('I', 'PRP'), ('ever', 'RB'), ('installed', 'VBD'), ('in', 'IN'), ('my', 'PRP$'), ('mobile', 'NN'), ('made', 'VBN'), ('my', 'PRP$'), ('life', 'NN'), ('much', 'RB'), ('easier', 'RBR'), ('in', 'IN'), ('renewing', 'VBG'), ('issuing', 'VBG'), ('all', 'DT'), ('my', 'PRP$'), ('personal', 'JJ'), ('documents', 'NNS'), ('with', 'IN'), ('a', 'DT'), ('button', 'NN'), ('instead', 'RB'), ('going', 'VBG'), ('there', 'RB'), ('physically', 'RB'), ('I', 'PRP'), ('really', 'RB'), ('appreciate', 'VBP'), ('the', 'DT'), ('effort', 'NN'), ('Thanks', 'VBZ'), ('a', 'DT'), ('lot', 'NN'), ('wish', 'IN'), ('you', 'PRP'), ('more', 'JJR'), ('of', 'IN'), ('progression', 'NN')]",Positive
69,"It's one of the best apps I've ever used. It allows to men and women in Saudi Arabia to do more than 120 government tasks online without visiting departments like get or renew Passport, Driver license, Car insurance, National ID, appointment .... reviews from out side Saudi Arabia try to give negative impact here without any basic knowledge about this great app ! Western people You don't have the right to remove this app that serve 30 million people in Saudi Arabia","February 16, 2019",Its one of the best apps Ive ever used It allows to men and women in Saudi Arabia to do more than 120 government tasks online without visiting departments like get or renew Passport Driver license Car insurance National ID appointment  reviews from out side Saudi Arabia try to give negative impact here without any basic knowledge about this great app  Western people You dont have the right to remove this app that serve 30 million people in Saudi Arabia,0.32653061224489793,"[('Its', 'PRP$'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('apps', 'NN'), ('Ive', 'NNP'), ('ever', 'RB'), ('used', 'VBD'), ('It', 'PRP'), ('allows', 'VBZ'), ('to', 'TO'), ('men', 'NNS'), ('and', 'CC'), ('women', 'NNS'), ('in', 'IN'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('to', 'TO'), ('do', 'VB'), ('more', 'JJR'), ('than', 'IN'), ('120', 'CD'), ('government', 'NN'), ('tasks', 'NNS'), ('online', 'VBP'), ('without', 'IN'), ('visiting', 'VBG'), ('departments', 'NNS'), ('like', 'IN'), ('get', 'NN'), ('or', 'CC'), ('renew', 'VB'), ('Passport', 'NNP'), ('Driver', 'NNP'), ('license', 'NN'), ('Car', 'NNP'), ('insurance', 'NN'), ('National', 'NNP'), ('ID', 'NNP'), ('appointment', 'JJ'), ('reviews', 'NNS'), ('from', 'IN'), ('out', 'IN'), ('side', 'NN'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('try', 'VB'), ('to', 'TO'), ('give', 'VB'), ('negative', 'JJ'), ('impact', 'NN'), ('here', 'RB'), ('without', 'IN'), ('any', 'DT'), ('basic', 'JJ'), ('knowledge', 'NN'), ('about', 'IN'), ('this', 'DT'), ('great', 'JJ'), ('app', 'JJ'), ('Western', 'JJ'), ('people', 'NNS'), ('You', 'PRP'), ('dont', 'VBP'), ('have', 'VBP'), ('the', 'DT'), ('right', 'NN'), ('to', 'TO'), ('remove', 'VB'), ('this', 'DT'), ('app', 'NN'), ('that', 'WDT'), ('serve', 'VBP'), ('30', 'CD'), ('million', 'CD'), ('people', 'NNS'), ('in', 'IN'), ('Saudi', 'NNP'), ('Arabia', 'NNP')]",Positive
70,"E-government office has been made possible through the application. Getting the service is few clicks far from you, very strong authentication. The only applications competing with banks and financial service application in term of UX, stability and availability. Thanks to the government and to the development team.","February 22, 2019",Egovernment office has been made possible through the application Getting the service is few clicks far from you very strong authentication The only applications competing with banks and financial service application in term of UX stability and availability Thanks to the government and to the development team,0.09476190476190476,"[('Egovernment', 'NNP'), ('office', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('made', 'VBN'), ('possible', 'JJ'), ('through', 'IN'), ('the', 'DT'), ('application', 'NN'), ('Getting', 'VBG'), ('the', 'DT'), ('service', 'NN'), ('is', 'VBZ'), ('few', 'JJ'), ('clicks', 'NNS'), ('far', 'RB'), ('from', 'IN'), ('you', 'PRP'), ('very', 'RB'), ('strong', 'JJ'), ('authentication', 'NN'), ('The', 'DT'), ('only', 'JJ'), ('applications', 'NNS'), ('competing', 'VBG'), ('with', 'IN'), ('banks', 'NNS'), ('and', 'CC'), ('financial', 'JJ'), ('service', 'NN'), ('application', 'NN'), ('in', 'IN'), ('term', 'NN'), ('of', 'IN'), ('UX', 'NNP'), ('stability', 'NN'), ('and', 'CC'), ('availability', 'NN'), ('Thanks', 'NNS'), ('to', 'TO'), ('the', 'DT'), ('government', 'NN'), ('and', 'CC'), ('to', 'TO'), ('the', 'DT'), ('development', 'NN'), ('team', 'NN')]",Positive
71,"Great app, thank u Saudi MOI for making our life easy. Best E-government app ever. It helps managing all my government documents like issuing or renewing passport or national ID. It also make it easy to manage vehicles insurance and registration documents. It also offers documents delivery to your desired place.","February 15, 2019",Great app thank u Saudi MOI for making our life easy Best Egovernment app ever It helps managing all my government documents like issuing or renewing passport or national ID It also make it easy to manage vehicles insurance and registration documents It also offers documents delivery to your desired place,0.5533333333333335,"[('Great', 'NNP'), ('app', 'JJ'), ('thank', 'NN'), ('u', 'JJ'), ('Saudi', 'NNP'), ('MOI', 'NNP'), ('for', 'IN'), ('making', 'VBG'), ('our', 'PRP$'), ('life', 'NN'), ('easy', 'JJ'), ('Best', 'NNP'), ('Egovernment', 'NNP'), ('app', 'VBZ'), ('ever', 'RB'), ('It', 'PRP'), ('helps', 'VBZ'), ('managing', 'VBG'), ('all', 'DT'), ('my', 'PRP$'), ('government', 'NN'), ('documents', 'NNS'), ('like', 'IN'), ('issuing', 'VBG'), ('or', 'CC'), ('renewing', 'VBG'), ('passport', 'NN'), ('or', 'CC'), ('national', 'JJ'), ('ID', 'NNP'), ('It', 'PRP'), ('also', 'RB'), ('make', 'VBP'), ('it', 'PRP'), ('easy', 'JJ'), ('to', 'TO'), ('manage', 'VB'), ('vehicles', 'NNS'), ('insurance', 'NN'), ('and', 'CC'), ('registration', 'NN'), ('documents', 'NNS'), ('It', 'PRP'), ('also', 'RB'), ('offers', 'VBZ'), ('documents', 'NNS'), ('delivery', 'NN'), ('to', 'TO'), ('your', 'PRP$'), ('desired', 'JJ'), ('place', 'NN')]",Positive
72,"Best app in the age of technology that allows Saudi citizens (men and women alike) fininsh and obtain services like the issuance and renewal of driver's license, passport, birth certificate..etc. No other country, not even the USA, has something similar. I live in USA and still need to use the mail or go in person to do services that I can do with a few clicks through Absher. God bless Saudi Arabia and everyone lives there!","February 19, 2019",Best app in the age of technology that allows Saudi citizens men and women alike fininsh and obtain services like the issuance and renewal of drivers license passport birth certificateetc No other country not even the USA has something similar I live in USA and still need to use the mail or go in person to do services that I can do with a few clicks through Absher God bless Saudi Arabia and everyone lives there,0.19977272727272727,"[('Best', 'JJS'), ('app', 'NN'), ('in', 'IN'), ('the', 'DT'), ('age', 'NN'), ('of', 'IN'), ('technology', 'NN'), ('that', 'WDT'), ('allows', 'VBZ'), ('Saudi', 'NNP'), ('citizens', 'NNS'), ('men', 'NNS'), ('and', 'CC'), ('women', 'NNS'), ('alike', 'RB'), ('fininsh', 'VBP'), ('and', 'CC'), ('obtain', 'VB'), ('services', 'NNS'), ('like', 'IN'), ('the', 'DT'), ('issuance', 'NN'), ('and', 'CC'), ('renewal', 'NN'), ('of', 'IN'), ('drivers', 'NNS'), ('license', 'VBP'), ('passport', 'NN'), ('birth', 'NN'), ('certificateetc', 'VBP'), ('No', 'DT'), ('other', 'JJ'), ('country', 'NN'), ('not', 'RB'), ('even', 'RB'), ('the', 'DT'), ('USA', 'NNP'), ('has', 'VBZ'), ('something', 'NN'), ('similar', 'JJ'), ('I', 'PRP'), ('live', 'VBP'), ('in', 'IN'), ('USA', 'NNP'), ('and', 'CC'), ('still', 'RB'), ('need', 'VB'), ('to', 'TO'), ('use', 'VB'), ('the', 'DT'), ('mail', 'NN'), ('or', 'CC'), ('go', 'VB'), ('in', 'IN'), ('person', 'NN'), ('to', 'TO'), ('do', 'VB'), ('services', 'NNS'), ('that', 'IN'), ('I', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('with', 'IN'), ('a', 'DT'), ('few', 'JJ'), ('clicks', 'NNS'), ('through', 'IN'), ('Absher', 'NNP'), ('God', 'NNP'), ('bless', 'NN'), ('Saudi', 'NNP'), ('Arabia', 'NNP'), ('and', 'CC'), ('everyone', 'NN'), ('lives', 'NNS'), ('there', 'RB')]",Positive
73,"Very useful app that serve all citizens, residents and both genders. I lived in New Zealand and I had to wait for a long queue to renew my driver licence and Visa. Also the time office was very limited. Honestly, this app gets all my requests(Visa, renew driver licence etc) done while I am at home. I recommend, you to check this app before you judge otherwise don't spread false review to hurt 30 millions people.","February 28, 2019",Very useful app that serve all citizens residents and both genders I lived in New Zealand and I had to wait for a long queue to renew my driver licence and Visa Also the time office was very limited Honestly this app gets all my requestsVisa renew driver licence etc done while I am at home I recommend you to check this app before you judge otherwise dont spread false review to hurt 30 millions people,0.09725108225108221,"[('Very', 'RB'), ('useful', 'JJ'), ('app', 'NN'), ('that', 'WDT'), ('serve', 'VBP'), ('all', 'DT'), ('citizens', 'NNS'), ('residents', 'NNS'), ('and', 'CC'), ('both', 'DT'), ('genders', 'NNS'), ('I', 'PRP'), ('lived', 'VBD'), ('in', 'IN'), ('New', 'NNP'), ('Zealand', 'NNP'), ('and', 'CC'), ('I', 'PRP'), ('had', 'VBD'), ('to', 'TO'), ('wait', 'VB'), ('for', 'IN'), ('a', 'DT'), ('long', 'JJ'), ('queue', 'NN'), ('to', 'TO'), ('renew', 'VB'), ('my', 'PRP$'), ('driver', 'NN'), ('licence', 'NN'), ('and', 'CC'), ('Visa', 'NNP'), ('Also', 'RB'), ('the', 'DT'), ('time', 'NN'), ('office', 'NN'), ('was', 'VBD'), ('very', 'RB'), ('limited', 'JJ'), ('Honestly', 'NNP'), ('this', 'DT'), ('app', 'JJ'), ('gets', 'VBZ'), ('all', 'DT'), ('my', 'PRP$'), ('requestsVisa', 'NN'), ('renew', 'NN'), ('driver', 'NN'), ('licence', 'NN'), ('etc', 'FW'), ('done', 'VBN'), ('while', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('at', 'IN'), ('home', 'NN'), ('I', 'PRP'), ('recommend', 'VBP'), ('you', 'PRP'), ('to', 'TO'), ('check', 'VB'), ('this', 'DT'), ('app', 'NN'), ('before', 'IN'), ('you', 'PRP'), ('judge', 'VBP'), ('otherwise', 'RB'), ('dont', 'JJ'), ('spread', 'NN'), ('false', 'JJ'), ('review', 'NN'), ('to', 'TO'), ('hurt', 'VB'), ('30', 'CD'), ('millions', 'NNS'), ('people', 'NNS')]",Positive
74,This app isn't working. It freezes on the logo. I request to the developers of this app to fix it asap. I tried this on different devices but freezes all the time. Looking forward to get this issue resolved.,"May 25, 2021",This app isnt working It freezes on the logo I request to the developers of this app to fix it asap I tried this on different devices but freezes all the time Looking forward to get this issue resolved,0.0,"[('This', 'DT'), ('app', 'NN'), ('isnt', 'VBZ'), ('working', 'VBG'), ('It', 'PRP'), ('freezes', 'VBZ'), ('on', 'IN'), ('the', 'DT'), ('logo', 'NN'), ('I', 'PRP'), ('request', 'VBP'), ('to', 'TO'), ('the', 'DT'), ('developers', 'NNS'), ('of', 'IN'), ('this', 'DT'), ('app', 'NN'), ('to', 'TO'), ('fix', 'VB'), ('it', 'PRP'), ('asap', 'RP'), ('I', 'PRP'), ('tried', 'VBD'), ('this', 'DT'), ('on', 'IN'), ('different', 'JJ'), ('devices', 'NNS'), ('but', 'CC'), ('freezes', 'VBZ'), ('all', 'PDT'), ('the', 'DT'), ('time', 'NN'), ('Looking', 'VBG'), ('forward', 'RB'), ('to', 'TO'), ('get', 'VB'), ('this', 'DT'), ('issue', 'NN'), ('resolved', 'VBD')]",Positive
75,"This app is really awesome and it makes our daily life and request easier.. Thanks for those people who have been working on it. I'm a student abroad and I have done everything I needed within this app, just a press on the button and then my request process. God bless our great Saudi Arabia","February 17, 2019",This app is really awesome and it makes our daily life and request easier Thanks for those people who have been working on it Im a student abroad and I have done everything I needed within this app just a press on the button and then my request process God bless our great Saudi Arabia,0.5,"[('This', 'DT'), ('app', 'NN'), ('is', 'VBZ'), ('really', 'RB'), ('awesome', 'JJ'), ('and', 'CC'), ('it', 'PRP'), ('makes', 'VBZ'), ('our', 'PRP$'), ('daily', 'JJ'), ('life', 'NN'), ('and', 'CC'), ('request', 'NN'), ('easier', 'JJR'), ('Thanks', 'NNS'), ('for', 'IN'), ('those', 'DT'), ('people', 'NNS'), ('who', 'WP'), ('have', 'VBP'), ('been', 'VBN'), ('working', 'VBG'), ('on', 'IN'), ('it', 'PRP'), ('Im', 'VBZ'), ('a', 'DT'), ('student', 'NN'), ('abroad', 'RB'), ('and', 'CC'), ('I', 'PRP'), ('have', 'VBP'), ('done', 'VBN'), ('everything', 'NN'), ('I', 'PRP'), ('needed', 'VBD'), ('within', 'IN'), ('this', 'DT'), ('app', 'NN'), ('just', 'RB'), ('a', 'DT'), ('press', 'NN'), ('on', 'IN'), ('the', 'DT'), ('button', 'NN'), ('and', 'CC'), ('then', 'RB'), ('my', 'PRP$'), ('request', 'NN'), ('process', 'NN'), ('God', 'NNP'), ('bless', 'VBZ'), ('our', 'PRP$'), ('great', 'JJ'), ('Saudi', 'NNP'), ('Arabia', 'NNP')]",Positive
76,"The services provided by the app are excellent. You can request new passport, renew existing passport, renew driving license, renew vehicle registration and license, issue National card, renew Iqama card. You also have all the information about yourself and your family citizenship. The system is connected to the banks and car rental companies. you can pay you driving tickets through it. The app saves valuable time and efforts that could have been wasted standing in lines.","February 17, 2019",The services provided by the app are excellent You can request new passport renew existing passport renew driving license renew vehicle registration and license issue National card renew Iqama card You also have all the information about yourself and your family citizenship The system is connected to the banks and car rental companies you can pay you driving tickets through it The app saves valuable time and efforts that could have been wasted standing in lines,0.3121212121212121,"[('The', 'DT'), ('services', 'NNS'), ('provided', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('app', 'NN'), ('are', 'VBP'), ('excellent', 'JJ'), ('You', 'PRP'), ('can', 'MD'), ('request', 'VB'), ('new', 'JJ'), ('passport', 'NN'), ('renew', 'VBD'), ('existing', 'VBG'), ('passport', 'NN'), ('renew', 'VBD'), ('driving', 'VBG'), ('license', 'NN'), ('renew', 'NN'), ('vehicle', 'NN'), ('registration', 'NN'), ('and', 'CC'), ('license', 'JJ'), ('issue', 'NN'), ('National', 'NNP'), ('card', 'NN'), ('renew', 'NN'), ('Iqama', 'NNP'), ('card', 'NN'), ('You', 'PRP'), ('also', 'RB'), ('have', 'VBP'), ('all', 'PDT'), ('the', 'DT'), ('information', 'NN'), ('about', 'IN'), ('yourself', 'PRP'), ('and', 'CC'), ('your', 'PRP$'), ('family', 'NN'), ('citizenship', 'VB'), ('The', 'DT'), ('system', 'NN'), ('is', 'VBZ'), ('connected', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('banks', 'NNS'), ('and', 'CC'), ('car', 'NN'), ('rental', 'NN'), ('companies', 'NNS'), ('you', 'PRP'), ('can', 'MD'), ('pay', 'VB'), ('you', 'PRP'), ('driving', 'VBG'), ('tickets', 'NNS'), ('through', 'IN'), ('it', 'PRP'), ('The', 'DT'), ('app', 'JJ'), ('saves', 'NNS'), ('valuable', 'JJ'), ('time', 'NN'), ('and', 'CC'), ('efforts', 'NNS'), ('that', 'WDT'), ('could', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('wasted', 'VBN'), ('standing', 'VBG'), ('in', 'IN'), ('lines', 'NNS')]",Positive
